geoid,county,state,centralScore
42113,Sullivan,Pennsylvania,0.39868714391875154
17013,Calhoun,Illinois,0.3986377708978328
01047,Dallas,Alabama,0.3986377708978328
01111,Randolph,Alabama,0.3984897251794999
26109,Menominee,Michigan,0.3984897251794999
22027,Claiborne Parish,Louisiana,0.3984897251794999
54083,Randolph,West Virginia,0.3984897251794999
37105,Lee,North Carolina,0.39834178938250214
47051,Franklin,Tennessee,0.39829250185597626
28107,Panola,Mississippi,0.39824322652480515
19047,Crawford,Iowa,0.39824322652480515
19137,Montgomery,Iowa,0.39824322652480515
48429,Stephens,Texas,0.3981939633844631
19073,Greene,Iowa,0.3981939633844631
39021,Champaign,Ohio,0.3981447124304267
48405,San Augustine,Texas,0.3981447124304267
29141,Morgan,Missouri,0.3981447124304267
28133,Sunflower,Mississippi,0.3980462470631878
48377,Presidio,Texas,0.39799703264094954
51035,Carroll,Virginia,0.39799703264094954
13279,Toombs,Georgia,0.39799703264094954
19027,Carroll,Iowa,0.39799703264094954
13303,Washington,Georgia,0.39794783038694526
41041,Lincoln,Oregon,0.39794783038694526
13069,Coffee,Georgia,0.39789864029666255
28097,Montgomery,Mississippi,0.39789864029666255
05101,Newton,Arkansas,0.3978494623655914
46127,Union,South Dakota,0.3978494623655914
49039,Sanpete,Utah,0.3978494623655914
40003,Alfalfa,Oklahoma,0.39780029658922395
41053,Polk,Oregon,0.39775114296305447
35055,Taos,New Mexico,0.39775114296305447
47159,Smith,Tennessee,0.3976528721432983
37197,Yadkin,North Carolina,0.3976528721432983
39011,Auglaize,Ohio,0.39755464987032235
37165,Scotland,North Carolina,0.39755464987032235
54073,Pleasants,West Virginia,0.39750555692763645
17079,Jasper,Illinois,0.3974564761081615
17187,Warren,Illinois,0.3974564761081615
29039,Cedar,Missouri,0.3974564761081615
27105,Nobles,Minnesota,0.3974564761081615
20131,Nemaha,Kansas,0.39740740740740743
18111,Newton,Indiana,0.39740740740740743
06103,Tehama,California,0.39735835082088633
19179,Wapello,Iowa,0.39735835082088633
46003,Aurora,South Dakota,0.39735835082088633
21137,Lincoln,Kentucky,0.39730930634411254
28115,Pontotoc,Mississippi,0.3972112537018756
37139,Pasquotank,North Carolina,0.3972112537018756
53009,Clallam,Washington,0.3972112537018756
16083,Twin Falls,Idaho,0.39716224552745216
29119,McDonald,Missouri,0.39716224552745216
31041,Custer,Nebraska,0.39716224552745216
47041,DeKalb,Tennessee,0.39711324944485565
13025,Brantley,Georgia,0.39706426544961143
38071,Ramsey,North Dakota,0.39706426544961143
53027,Grays Harbor,Washington,0.3970152935372472
35027,Lincoln,New Mexico,0.3968684502527432
54085,Ritchie,West Virginia,0.3968195266272189
22121,West Baton Rouge Parish,Louisiana,0.3968195266272189
12037,Franklin,Florida,0.39677061506224576
17045,Edgar,Illinois,0.39677061506224576
39053,Gallia,Ohio,0.39672171555336455
05121,Randolph,Arkansas,0.39672171555336455
01123,Tallapoosa,Alabama,0.39672171555336455
29217,Vernon,Missouri,0.3966728280961183
06063,Plumas,California,0.3966239526860522
12013,Calhoun,Florida,0.39652623798965264
54075,Pocahontas,West Virginia,0.3964773986944205
39175,Wyandot,Ohio,0.3964773986944205
51113,Madison,Virginia,0.3964773986944205
20007,Barber,Kansas,0.3964285714285714
46027,Clay,South Dakota,0.3964285714285714
12075,Levy,Florida,0.3964285714285714
29163,Pike,Missouri,0.39637975618766164
19173,Taylor,Iowa,0.39637975618766164
19077,Guthrie,Iowa,0.39637975618766164
19063,Emmet,Iowa,0.39633095296724946
48371,Pecos,Texas,0.39633095296724946
47015,Cannon,Tennessee,0.39633095296724946
48207,Haskell,Texas,0.3962821617628955
36121,Wyoming,New York,0.3962821617628955
20055,Finney,Kansas,0.3962821617628955
49013,Duchesne,Utah,0.3962821617628955
40073,Kingfisher,Oklahoma,0.39618461538461536
29081,Harrison,Missouri,0.3959896666256612
28083,Leflore,Mississippi,0.3959896666256612
27071,Koochiching,Minnesota,0.39584358091490407
12007,Bradford,Florida,0.39584358091490407
08089,Otero,Colorado,0.39579490962744374
27107,Norman,Minnesota,0.39574625030735183
41043,Linn,Oregon,0.39574625030735183
27043,Faribault,Minnesota,0.39574625030735183
47181,Wayne,Tennessee,0.3956976029502151
40139,Texas,Oklahoma,0.39564896755162243
21025,Breathitt,Kentucky,0.39564896755162243
29179,Reynolds,Missouri,0.39564896755162243
37033,Caswell,North Carolina,0.3955517326124355
28159,Winston,Mississippi,0.39550313306302987
29153,Ozark,Missouri,0.39550313306302987
56033,Sheridan,Wyoming,0.39550313306302987
21141,Logan,Kentucky,0.39545454545454545
17071,Henderson,Illinois,0.39540596978258197
22037,East Feliciana Parish,Louisiana,0.39535740604274133
12059,Holmes,Florida,0.39535740604274133
51183,Sussex,Virginia,0.39530885423062756
20079,Harvey,Kansas,0.39530885423062756
21027,Breckinridge,Kentucky,0.39530885423062756
51089,Henry,Virginia,0.3952603143418468
13171,Lamar,Georgia,0.3952117863720074
21173,Montgomery,Kentucky,0.3952117863720074
08103,Rio Blanco,Colorado,0.3952117863720074
18161,Union,Indiana,0.3952117863720074
51043,Clarke,Virginia,0.3951147661715969
32019,Lyon,Nevada,0.3951147661715969
20121,Miami,Kansas,0.3950662739322533
13187,Lumpkin,Georgia,0.39496932515337424
12029,Dixie,Florida,0.39496932515337424
72137,Toa Baja Municipio,Puerto Rico,0.39496932515337424
16041,Franklin,Idaho,0.3948724239450442
48351,Newton,Texas,0.3948239911688949
45087,Union,South Carolina,0.3948239911688949
21203,Rockcastle,Kentucky,0.3948239911688949
17147,Piatt,Illinois,0.394775570272259
21031,Butler,Kentucky,0.3947271612507664
40093,Major,Oklahoma,0.3947271612507664
39135,Preble,Ohio,0.39467876410004904
33019,Sullivan,New Hampshire,0.39467876410004904
28027,Coahoma,Mississippi,0.39467876410004904
19183,Washington,Iowa,0.3945820053934788
20013,Brown,Kansas,0.3945820053934788
21179,Nelson,Kentucky,0.3945336438289006
18007,Benton,Indiana,0.39448529411764705
21119,Knott,Kentucky,0.39443695625536085
18001,Adams,Indiana,0.39443695625536085
17003,Alexander,Illinois,0.39443695625536085
47153,Sequatchie,Tennessee,0.39443695625536085
48415,Scurry,Texas,0.3942920137187653
37009,Ashe,North Carolina,0.3942437232088181
54063,Monroe,West Virginia,0.3942437232088181
21161,Mason,Kentucky,0.3939542283686207
53037,Kittitas,Washington,0.39390602055800295
17059,Gallatin,Illinois,0.393857824544231
19001,Adair,Iowa,0.393857824544231
48353,Nolan,Texas,0.393857824544231
37107,Lenoir,North Carolina,0.3938096403229753
17159,Richland,Illinois,0.39376146788990823
01017,Chambers,Alabama,0.39376146788990823
40059,Harper,Oklahoma,0.3936651583710407
51830,Williamsburg city,Virginia,0.3936651583710407
51590,Danville city,Virginia,0.3936651583710407
29201,Scott,Missouri,0.3935688959530505
05053,Grant,Arkansas,0.393520782396088
18153,Sullivan,Indiana,0.393520782396088
13119,Franklin,Georgia,0.393520782396088
53065,Stevens,Washington,0.39337651228155934
16015,Boise,Idaho,0.39337651228155934
18155,Switzerland,Indiana,0.39337651228155934
51119,Middlesex,Virginia,0.39328039095907147
29011,Barton,Missouri,0.39328039095907147
27129,Renville,Minnesota,0.3932323479110677
45075,Orangeburg,South Carolina,0.393184316599487
28019,Choctaw,Mississippi,0.393184316599487
35007,Colfax,New Mexico,0.393184316599487
22081,Red River Parish,Louisiana,0.3930882891683966
13193,Macon,Georgia,0.39304029304029303
56035,Sublette,Wyoming,0.39304029304029303
01007,Bibb,Alabama,0.39299230863142476
48295,Lipscomb,Texas,0.39299230863142476
40095,Marshall,Oklahoma,0.39299230863142476
48343,Morris,Texas,0.3929443359375
54089,Summers,West Virginia,0.3929443359375
36073,Orleans,New York,0.39289637495422924
13085,Dawson,Georgia,0.39289637495422924
06069,San Benito,California,0.39284842567732486
22007,Assumption Parish,Louisiana,0.39284842567732486
18041,Fayette,Indiana,0.3928004881025015
06033,Lake,California,0.3927046480419666
72031,Carolina Municipio,Puerto Rico,0.3927046480419666
37121,Mitchell,North Carolina,0.3926567455476946
06115,Yuba,California,0.39260885473838275
40053,Grant,Oklahoma,0.39260885473838275
39065,Hardin,Ohio,0.39260885473838275
21083,Graves,Kentucky,0.39260885473838275
72021,Bayamón Municipio,Puerto Rico,0.39260885473838275
55078,Menominee,Wisconsin,0.39260885473838275
16051,Jefferson,Idaho,0.39260885473838275
18117,Orange,Indiana,0.39251310815754176
29017,Bollinger,Missouri,0.39251310815754176
51139,Page,Virginia,0.39251310815754176
21205,Rowan,Kentucky,0.39246525237746893
37195,Wilson,North Carolina,0.39246525237746893
17155,Putnam,Illinois,0.39241740826526883
29151,Osage,Missouri,0.39241740826526883
28005,Amite,Mississippi,0.39241740826526883
19119,Lyon,Iowa,0.3923695758166748
17025,Clay,Illinois,0.3923217550274223
01087,Macon,Alabama,0.3922739458932488
27073,Lac qui Parle,Minnesota,0.3922739458932488
17139,Moultrie,Illinois,0.3922739458932488
13261,Sumter,Georgia,0.39213058837860887
21143,Lyon,Kentucky,0.3920828258221681
24039,Somerset,Maryland,0.3920828258221681
48507,Zavala,Texas,0.3920828258221681
01013,Butler,Alabama,0.39203507489952505
13149,Heard,Georgia,0.39203507489952505
19171,Tama,Iowa,0.3919873356064296
21183,Ohio,Kentucky,0.3919873356064296
12027,DeSoto,Florida,0.3917964946445959
46093,Meade,South Dakota,0.3917964946445959
19041,Clay,Iowa,0.39174881343556045
40141,Tillman,Oklahoma,0.3917011438306157
45069,Marlboro,South Carolina,0.3917011438306157
12039,Gadsden,Florida,0.3917011438306157
16049,Idaho,Idaho,0.3917011438306157
21075,Fulton,Kentucky,0.3917011438306157
29041,Chariton,Missouri,0.3916058394160584
51125,Nelson,Virginia,0.3916058394160584
42093,Montour,Pennsylvania,0.39151058136706396
18087,LaGrange,Indiana,0.3914629697190806
20151,Pratt,Kansas,0.3914629697190806
30027,Fergus,Montana,0.3914629697190806
29085,Hickory,Missouri,0.3914629697190806
54005,Boone,West Virginia,0.3913202042304887
30095,Stillwater,Montana,0.3912726388720068
19069,Franklin,Iowa,0.3912250850753525
19131,Mitchell,Iowa,0.3912250850753525
38073,Ransom,North Dakota,0.3911775428363106
29087,Holt,Missouri,0.3911300121506683
29061,Daviess,Missouri,0.3911300121506683
47175,Van Buren,Tennessee,0.39108249301421455
51009,Amherst,Virginia,0.39108249301421455
51730,Petersburg city,Virginia,0.39108249301421455
47061,Grundy,Tennessee,0.39108249301421455
36039,Greene,New York,0.3910349854227405
51075,Goochland,Virginia,0.3910349854227405
54007,Braxton,West Virginia,0.39098748937203937
51067,Franklin,Virginia,0.39098748937203937
16047,Gooding,Idaho,0.3908925318761384
48505,Zapata,Texas,0.3908925318761384
46123,Tripp,South Dakota,0.3907976204928979
45023,Chester,South Carolina,0.3907976204928979
48175,Goliad,Texas,0.39075018208302986
54091,Taylor,West Virginia,0.3907027551887365
17065,Hamilton,Illinois,0.39065533980582523
53017,Douglas,Washington,0.39065533980582523
20009,Barton,Kansas,0.39060793593010557
19105,Jones,Iowa,0.390560543557389
51169,Scott,Virginia,0.390560543557389
51570,Colonial Heights city,Virginia,0.390560543557389
19087,Henry,Iowa,0.390560543557389
13257,Stephens,Georgia,0.390560543557389
37077,Granville,North Carolina,0.390513162683489
48501,Yoakum,Texas,0.390513162683489
13227,Pickens,Georgia,0.390513162683489
17193,White,Illinois,0.3904184354154033
48307,McCulloch,Texas,0.3904184354154033
35029,Luna,New Mexico,0.3904184354154033
39067,Harrison,Ohio,0.3903710890128547
06027,Inyo,California,0.3903710890128547
19053,Decatur,Iowa,0.3903237540923972
31179,Wayne,Nebraska,0.3902764306498545
31047,Dawson,Nebraska,0.39022911868105226
20075,Hamilton,Kansas,0.39003998545983276
29157,Perry,Missouri,0.39003998545983276
21239,Woodford,Kentucky,0.38999273079718927
49027,Millard,Utah,0.38994548758328285
12043,Glades,Florida,0.38994548758328285
48487,Wilbarger,Texas,0.38994548758328285
20029,Cloud,Kansas,0.38994548758328285
54087,Roane,West Virginia,0.3898982558139535
28111,Perry,Mississippi,0.3898982558139535
28141,Tishomingo,Mississippi,0.3898982558139535
12051,Hendry,Florida,0.3898982558139535
13289,Twiggs,Georgia,0.389851035485043
45071,Newberry,South Carolina,0.389851035485043
04011,Greenlee,Arizona,0.389851035485043
27091,Martin,Minnesota,0.38980382659239526
46109,Roberts,South Dakota,0.38980382659239526
28163,Yazoo,Mississippi,0.3896622684904975
12125,Union,Florida,0.3896151053013798
47111,Macon,Tennessee,0.3895679535277744
20027,Clay,Kansas,0.3895679535277744
17125,Mason,Illinois,0.3895679535277744
28017,Chickasaw,Mississippi,0.38952081316553727
42053,Forest,Pennsylvania,0.38952081316553727
48059,Callahan,Texas,0.3894736842105263
30035,Glacier,Montana,0.3893794605056248
41001,Baker,Oregon,0.3893794605056248
22125,West Feliciana Parish,Louisiana,0.3893794605056248
27121,Pope,Minnesota,0.3893323657474601
51167,Russell,Virginia,0.3893323657474601
28143,Tunica,Mississippi,0.3893323657474601
13001,Appling,Georgia,0.3892852823799734
38003,Barnes,North Dakota,0.3891911498005078
30009,Carbon,Montana,0.38914410058027077
47027,Clay,Tennessee,0.3890970627341956
17101,Lawrence,Illinois,0.3890970627341956
51065,Fluvanna,Virginia,0.38900302114803625
19037,Chickasaw,Iowa,0.38895601739971003
31169,Thayer,Nebraska,0.38890902500906127
08113,San Miguel,Colorado,0.38890902500906127
31151,Saline,Nebraska,0.3888620439719739
31001,Adams,Nebraska,0.3888150742843339
19101,Jefferson,Iowa,0.3888150742843339
29057,Dade,Missouri,0.3888150742843339
29135,Moniteau,Missouri,0.388768115942029
41007,Clatsop,Oregon,0.388768115942029
16053,Jerome,Idaho,0.38872116894094916
01131,Wilcox,Alabama,0.38867423327698625
48069,Castro,Texas,0.38867423327698625
40067,Jefferson,Oklahoma,0.38862730894603403
35053,Socorro,New Mexico,0.38862730894603403
20021,Cherokee,Kansas,0.3885803959439884
31127,Nemaha,Nebraska,0.3885803959439884
27113,Pennington,Minnesota,0.3885803959439884
48279,Lamb,Texas,0.38853349426674716
54097,Upshur,West Virginia,0.38853349426674716
39079,Jackson,Ohio,0.38848660391021
31173,Thurston,Nebraska,0.3884397248702787
19197,Wright,Iowa,0.38839285714285715
21085,Grayson,Kentucky,0.38825232179471714
21003,Allen,Kentucky,0.38825232179471714
27167,Wilkin,Minnesota,0.38825232179471714
41011,Coos,Oregon,0.388205499276411
40149,Washita,Oklahoma,0.3881586880501628
01029,Cleburne,Alabama,0.3880650994575045
22077,Pointe Coupee Parish,Louisiana,0.3880650994575045
17181,Union,Illinois,0.3880183220829315
48043,Brewster,Texas,0.3880183220829315
48063,Camp,Texas,0.38792480115690525
13259,Stewart,Georgia,0.38792480115690525
30085,Roosevelt,Montana,0.38792480115690525
37091,Hertford,North Carolina,0.3878780575973009
08017,Cheyenne,Colorado,0.3878780575973009
47095,Lake,Tennessee,0.38783132530120484
15007,Kauai,Hawaii,0.38783132530120484
51670,Hopewell city,Virginia,0.3877378944832571
46135,Yankton,South Dakota,0.3877378944832571
27135,Roseau,Minnesota,0.3876911959532699
17023,Clark,Illinois,0.3876911959532699
18045,Fountain,Indiana,0.3875978326309452
29111,Lewis,Missouri,0.3875978326309452
37123,Montgomery,North Carolina,0.3874578719306692
41045,Malheur,Oregon,0.38736462093862817
19081,Hancock,Iowa,0.38736462093862817
19075,Grundy,Iowa,0.38736462093862817
31159,Seward,Nebraska,0.38731801227289137
48133,Eastland,Texas,0.38731801227289137
27087,Mahnomen,Minnesota,0.38731801227289137
19107,Keokuk,Iowa,0.38731801227289137
48151,Fisher,Texas,0.38727141482194416
19175,Union,Iowa,0.38722482858173946
48319,Mason,Texas,0.38722482858173946
30093,Silver Bow,Montana,0.3871782535482319
39069,Henry,Ohio,0.3871316897173782
19005,Allamakee,Iowa,0.3869920654003366
45089,Williamsburg,South Carolina,0.3869920654003366
31037,Colfax,Nebraska,0.38689903846153845
13189,McDuffie,Georgia,0.38689903846153845
31121,Merrick,Nebraska,0.38689903846153845
17035,Cumberland,Illinois,0.3868060562364816
28063,Jefferson,Mississippi,0.3867595818815331
16011,Bingham,Idaho,0.38671311869293606
16035,Clearwater,Idaho,0.38671311869293606
38001,Adams,North Dakota,0.38671311869293606
13161,Jeff Davis,Georgia,0.38666666666666666
51685,Manassas Park city,Virginia,0.38662022579870287
53045,Mason,Washington,0.38662022579870287
30109,Wibaux,Montana,0.3865737960850246
21225,Union,Kentucky,0.3865273775216138
19159,Ringgold,Iowa,0.3865273775216138
38059,Morton,North Dakota,0.3865273775216138
21115,Johnson,Kentucky,0.3864809701044543
01021,Chilton,Alabama,0.3864809701044543
37185,Warren,North Carolina,0.38643457382953184
16007,Bear Lake,Idaho,0.386388188692834
27151,Swift,Minnesota,0.386388188692834
21147,McCreary,Kentucky,0.38634181469035045
19067,Floyd,Iowa,0.38634181469035045
18079,Jennings,Indiana,0.38634181469035045
21023,Bracken,Kentucky,0.38629545181807273
16039,Elmore,Idaho,0.38624910007199426
37137,Pamlico,North Carolina,0.38624910007199426
17129,Menard,Illinois,0.38624910007199426
51520,Bristol city,Virginia,0.38624910007199426
06035,Lassen,California,0.3862027594481104
05071,Johnson,Arkansas,0.38615642994241844
13163,Jefferson,Georgia,0.3861101115509176
32027,Pershing,Nevada,0.386063804269609
04012,La Paz,Arizona,0.386063804269609
20115,Marion,Kansas,0.386063804269609
05089,Marion,Arkansas,0.38601750809449575
29067,Douglas,Missouri,0.38601750809449575
18159,Tipton,Indiana,0.38601750809449575
18131,Pulaski,Indiana,0.38592494904687685
19151,Pocahontas,Iowa,0.38592494904687685
48205,Hartley,Texas,0.3858324343761237
21127,Lawrence,Kentucky,0.38573996405032956
38097,Traill,North Dakota,0.38573996405032956
05041,Desha,Arkansas,0.3856937455068296
29199,Scotland,Missouri,0.38560134163871584
48341,Moore,Texas,0.38560134163871584
37043,Clay,North Carolina,0.38560134163871584
21069,Fleming,Kentucky,0.38560134163871584
48421,Sherman,Texas,0.38555515630614445
37065,Edgecombe,North Carolina,0.38550898203592815
05103,Ouachita,Arkansas,0.38550898203592815
19055,Delaware,Iowa,0.38546281882409295
05105,Perry,Arkansas,0.38546281882409295
20111,Lyon,Kansas,0.3854166666666667
51155,Pulaski,Virginia,0.38537052555967916
16029,Caribou,Idaho,0.38537052555967916
48411,San Saba,Texas,0.3853243954991621
46081,Lawrence,South Dakota,0.3853243954991621
24011,Caroline,Maryland,0.3853243954991621
12121,Suwannee,Florida,0.3853243954991621
31131,Otoe,Nebraska,0.38527827648114904
13029,Bryan,Georgia,0.38527827648114904
13155,Irwin,Georgia,0.38527827648114904
20049,Elk,Kansas,0.38527827648114904
27051,Grant,Minnesota,0.38523216850167546
19093,Ida,Iowa,0.38518607155677875
46057,Hamlin,South Dakota,0.3851399856424982
19195,Worth,Iowa,0.3851399856424982
40085,Love,Oklahoma,0.3851399856424982
13229,Pierce,Georgia,0.385093910754875
27127,Redwood,Minnesota,0.385093910754875
01075,Lamar,Alabama,0.38504784688995214
46047,Fall River,South Dakota,0.38495575221238937
21197,Powell,Kentucky,0.38490972139184504
40075,Kiowa,Oklahoma,0.38490972139184504
01035,Conecuh,Alabama,0.38477169495577335
01091,Marengo,Alabama,0.38472570813911794
08003,Alamosa,Colorado,0.38472570813911794
48105,Crockett,Texas,0.38472570813911794
56023,Lincoln,Wyoming,0.38467973231357555
45061,Lee,South Carolina,0.38467973231357555
13017,Ben Hill,Georgia,0.3846337674752061
38057,Mercer,North Dakota,0.3846337674752061
50017,Orange,Vermont,0.3846337674752061
48115,Dawson,Texas,0.3846337674752061
21051,Clay,Kentucky,0.38454187074423607
16031,Cassia,Idaho,0.38449593884376493
29103,Knox,Missouri,0.38449593884376493
51025,Brunswick,Virginia,0.38449593884376493
21175,Morgan,Kentucky,0.38449593884376493
21103,Henry,Kentucky,0.3844500179147259
13195,Madison,Georgia,0.38440410795318847
05061,Howard,Arkansas,0.38440410795318847
13011,Banks,Georgia,0.3843582089552239
51775,Salem city,Virginia,0.3843582089552239
50013,Grand Isle,Vermont,0.3843123209169054
20129,Morton,Kansas,0.3843123209169054
51053,Dinwiddie,Virginia,0.38426644383430825
51193,Westmoreland,Virginia,0.38426644383430825
45081,Saluda,South Carolina,0.3842205777035092
19009,Audubon,Iowa,0.3841747225205872
17151,Pope,Illinois,0.3841747225205872
21013,Bell,Kentucky,0.3841288782816229
01037,Coosa,Alabama,0.3840372226198998
37011,Avery,North Carolina,0.3839914111893117
21169,Metcalfe,Kentucky,0.3839914111893117
36107,Tioga,New York,0.3839456106870229
05097,Montgomery,Arkansas,0.3839456106870229
05067,Jackson,Arkansas,0.3838998211091234
05021,Clay,Arkansas,0.38380827471086204
17061,Greene,Illinois,0.38380827471086204
18123,Perry,Indiana,0.38376251788268956
48131,Duval,Texas,0.38376251788268956
28051,Holmes,Mississippi,0.38362531283518053
53041,Lewis,Washington,0.3835795996186845
49009,Daggett,Utah,0.3835338972953652
18013,Brown,Indiana,0.3835338972953652
23007,Franklin,Maine,0.3835338972953652
32001,Churchill,Nevada,0.38348820586132953
08023,Costilla,Colorado,0.38344252531268613
13269,Taylor,Georgia,0.3833968556455455
31013,Box Butte,Nebraska,0.3833968556455455
29205,Shelby,Missouri,0.38335119685602
13159,Jasper,Georgia,0.38330554894022384
29005,Atchison,Missouri,0.38330554894022384
49015,Emery,Utah,0.38330554894022384
51127,New Kent,Virginia,0.3832599118942731
54057,Mineral,West Virginia,0.38321428571428573
21217,Taylor,Kentucky,0.38316867039638136
18101,Martin,Indiana,0.38307747233131023
39047,Fayette,Ohio,0.38307747233131023
18171,Warren,Indiana,0.38303188957639217
45011,Barnwell,South Carolina,0.38298631766805474
39127,Perry,Ohio,0.3829407566024268
19177,Van Buren,Iowa,0.38289520637563934
51005,Alleghany,Virginia,0.38289520637563934
29123,Madison,Missouri,0.38289520637563934
39161,Van Wert,Ohio,0.38284966698382494
48385,Real,Texas,0.38284966698382494
13201,Miller,Georgia,0.3828041384231181
05099,Nevada,Arkansas,0.38275862068965516
29117,Livingston,Missouri,0.38275862068965516
16009,Benewah,Idaho,0.38271311377957434
29149,Oregon,Missouri,0.38271311377957434
51037,Charlotte,Virginia,0.38271311377957434
19141,O'Brien,Iowa,0.3826676176890157
41059,Umatilla,Oregon,0.3826676176890157
30057,Madison,Montana,0.382576657951034
28139,Tippah,Mississippi,0.38253119429590016
37175,Transylvania,North Carolina,0.3824402993940834
20193,Thomas,Kansas,0.38239486813970064
21005,Anderson,Kentucky,0.3823494476778715
51111,Lunenburg,Virginia,0.3823494476778715
22107,Tensas Parish,Louisiana,0.3823040380047506
48333,Mills,Texas,0.3823040380047506
05073,Lafayette,Arkansas,0.3823040380047506
48461,Upton,Texas,0.3823040380047506
17069,Hardin,Illinois,0.3823040380047506
18025,Crawford,Indiana,0.3823040380047506
37173,Swain,North Carolina,0.3822586391164945
51101,King William,Virginia,0.3822586391164945
21039,Carlisle,Kentucky,0.3822586391164945
54023,Grant,West Virginia,0.38221325100926146
35041,Roosevelt,New Mexico,0.38221325100926146
29143,New Madrid,Missouri,0.3821678736792117
12123,Taylor,Florida,0.3821225071225071
21207,Russell,Kentucky,0.38207715133531156
48335,Mitchell,Texas,0.38207715133531156
37143,Perquimans,North Carolina,0.38203180631379063
45001,Abbeville,South Carolina,0.3819864720541118
22035,East Carroll Parish,Louisiana,0.3819864720541118
28043,Grenada,Mississippi,0.3819864720541118
06021,Glenn,California,0.3819864720541118
22065,Madison Parish,Louisiana,0.3819411485524442
47023,Chester,Tennessee,0.3818505338078292
31021,Burt,Nebraska,0.38180524255722925
13199,Meriwether,Georgia,0.38180524255722925
46033,Custer,South Dakota,0.3817599620493359
02013,Aleutians East Borough,Alaska,0.3817599620493359
13105,Elbert,Georgia,0.3817599620493359
48045,Briscoe,Texas,0.3816694332463837
38009,Bottineau,North Dakota,0.3816694332463837
53031,Jefferson,Washington,0.3815789473684211
13315,Wilcox,Georgia,0.3815789473684211
51036,Charles City,Virginia,0.3815789473684211
37131,Northampton,North Carolina,0.3815789473684211
28161,Yalobusha,Mississippi,0.38153372051677137
54027,Hampshire,West Virginia,0.38153372051677137
37115,Madison,North Carolina,0.3814885043849253
13273,Terrell,Georgia,0.3813981042654028
72113,Ponce Municipio,Puerto Rico,0.3813981042654028
13263,Talbot,Georgia,0.3813077469793888
21071,Floyd,Kentucky,0.38126258438943506
54071,Pendleton,West Virginia,0.38126258438943506
38005,Benson,North Dakota,0.38126258438943506
32029,Storey,Nevada,0.38126258438943506
35037,Quay,New Mexico,0.38126258438943506
20001,Allen,Kansas,0.3811722912966252
19071,Fremont,Iowa,0.3810369318181818
21061,Edmonson,Kentucky,0.3810369318181818
40011,Blaine,Oklahoma,0.38099183335305953
13131,Grady,Georgia,0.38099183335305953
48447,Throckmorton,Texas,0.38099183335305953
04009,Graham,Arizona,0.38094674556213015
30103,Treasure,Montana,0.3808566019876952
19095,Iowa,Iowa,0.3807665010645848
51147,Prince Edward,Virginia,0.38072146658781786
48305,Lynn,Texas,0.3806764427625355
31185,York,Nebraska,0.3806314295849592
35047,San Miguel,New Mexico,0.38058642705131235
47101,Lewis,Tennessee,0.38040652328054836
51051,Dickenson,Virginia,0.380361573909961
08055,Huerfano,Colorado,0.380361573909961
12079,Madison,Florida,0.38031663516068054
54053,Mason,West Virginia,0.38031663516068054
13169,Jones,Georgia,0.3802717070289427
31057,Dundy,Nebraska,0.3802267895109851
32033,White Pine,Nevada,0.38018188260304714
13321,Worth,Georgia,0.38018188260304714
13037,Calhoun,Georgia,0.3801369863013699
37003,Alexander,North Carolina,0.3801369863013699
46129,Walworth,South Dakota,0.3800921006021962
51750,Radford city,Virginia,0.3800921006021962
51181,Surry,Virginia,0.38004722550177095
53059,Skamania,Washington,0.38004722550177095
05107,Phillips,Arkansas,0.379957507082153
28021,Claiborne,Mississippi,0.37986783101250887
41057,Tillamook,Oregon,0.37986783101250887
26003,Alger,Michigan,0.3798230088495575
21099,Hart,Kentucky,0.3798230088495575
37093,Hoke,North Carolina,0.3798230088495575
55051,Iron,Wisconsin,0.37977819726285983
48101,Cottle,Texas,0.37977819726285983
21097,Harrison,Kentucky,0.37973339624867286
18179,Wells,Indiana,0.37964382592286827
47087,Jackson,Tennessee,0.37964382592286827
28013,Calhoun,Mississippi,0.3795990566037736
21221,Trigg,Kentucky,0.3795990566037736
20077,Harper,Kansas,0.3795542978422356
46087,McCook,South Dakota,0.37946481197689497
13305,Wayne,Georgia,0.37946481197689497
29045,Clark,Missouri,0.37942008486562945
08015,Chaffee,Colorado,0.37942008486562945
37073,Gates,North Carolina,0.37942008486562945
29173,Ralls,Missouri,0.37942008486562945
13099,Early,Georgia,0.37942008486562945
47075,Haywood,Tennessee,0.3793753682969947
21195,Pike,Kentucky,0.3792859667727112
06003,Alpine,California,0.3792859667727112
28069,Kemper,Mississippi,0.3792859667727112
21135,Lewis,Kentucky,0.37915194346289754
46019,Butte,South Dakota,0.37915194346289754
28131,Stone,Mississippi,0.3791072900718408
13173,Lanier,Georgia,0.3790626471973622
55061,Kewaunee,Wisconsin,0.3790626471973622
20053,Ellsworth,Kansas,0.3790180148357471
45067,Marion,South Carolina,0.3789733929832823
19147,Palo Alto,Iowa,0.3789733929832823
01105,Perry,Alabama,0.3788841807909605
38055,McLean,North Dakota,0.3788841807909605
50019,Orleans,Vermont,0.3788841807909605
21219,Todd,Kentucky,0.37879501059072723
02220,Sitka City and Borough,Alaska,0.37879501059072723
13291,Union,Georgia,0.37879501059072723
05095,Monroe,Arkansas,0.3787504412283798
27149,Stevens,Minnesota,0.3787504412283798
48327,Menard,Texas,0.3787504412283798
29186,Ste. Genevieve,Missouri,0.3787504412283798
