geoid,county,state,pageRank
29043,Christian,Missouri,0.5560592297700934
37017,Bladen,North Carolina,0.556034027844609
51570,Colonial Heights city,Virginia,0.5560073739914433
48275,Knox,Texas,0.555815978811126
19135,Monroe,Iowa,0.5556518666538586
55127,Walworth,Wisconsin,0.5556285809182684
13219,Oconee,Georgia,0.5553693712899277
22035,East Carroll Parish,Louisiana,0.5544881265448638
46075,Jones,South Dakota,0.5541177703289755
18147,Spencer,Indiana,0.5539580945623538
26031,Cheboygan,Michigan,0.5538568848456498
12027,DeSoto,Florida,0.553423023991025
17107,Logan,Illinois,0.5530933276008877
44003,Kent,Rhode Island,0.5529764279135799
46017,Buffalo,South Dakota,0.5527246018986106
55057,Juneau,Wisconsin,0.5524417402770064
40059,Harper,Oklahoma,0.5523615680359525
20015,Butler,Kansas,0.5521800507468507
28139,Tippah,Mississippi,0.5518717109234089
17191,Wayne,Illinois,0.5517591799180716
42023,Cameron,Pennsylvania,0.5515109678581865
19183,Washington,Iowa,0.5514946018867471
47097,Lauderdale,Tennessee,0.5513659727968206
29037,Cass,Missouri,0.550642743032622
39147,Seneca,Ohio,0.5501262265607446
31183,Wheeler,Nebraska,0.5496226747367761
38047,Logan,North Dakota,0.548973545612219
21177,Muhlenberg,Kentucky,0.5489695640314328
27159,Wadena,Minnesota,0.548820116374716
48399,Runnels,Texas,0.548410461751555
17189,Washington,Illinois,0.5483882053001194
55123,Vernon,Wisconsin,0.5483515245142931
06101,Sutter,California,0.5478952582730543
13281,Towns,Georgia,0.5477700970676479
06039,Madera,California,0.5475626155586819
37161,Rutherford,North Carolina,0.5473680319908334
06011,Colusa,California,0.5472370613250119
26039,Crawford,Michigan,0.5472059952137344
55045,Green,Wisconsin,0.546929462810907
40085,Love,Oklahoma,0.5468719715625908
19015,Boone,Iowa,0.5466943236829385
53065,Stevens,Washington,0.5463333814291843
48139,Ellis,Texas,0.5457708843102226
48267,Kimble,Texas,0.5457328256935515
48067,Cass,Texas,0.5455375404736129
18073,Jasper,Indiana,0.5446682107634312
18133,Putnam,Indiana,0.5444457819275064
36003,Allegany,New York,0.5442325255793694
47089,Jefferson,Tennessee,0.5440162042261151
05065,Izard,Arkansas,0.5437883274317916
13211,Morgan,Georgia,0.5434563151958329
31159,Seward,Nebraska,0.5432904882925776
17055,Franklin,Illinois,0.5425649447628976
47105,Loudon,Tennessee,0.542474419309929
51820,Waynesboro city,Virginia,0.5415086721702395
12017,Citrus,Florida,0.5413732581619524
48109,Culberson,Texas,0.541213245031041
51171,Shenandoah,Virginia,0.5410363826577309
28045,Hancock,Mississippi,0.5408646874198855
37015,Bertie,North Carolina,0.5407694227848853
46025,Clark,South Dakota,0.54052818156665
48417,Shackelford,Texas,0.5402574947234304
21185,Oldham,Kentucky,0.5400355998612675
48505,Zapata,Texas,0.5399272036795714
13091,Dodge,Georgia,0.5399047872500459
42105,Potter,Pennsylvania,0.5393422879838606
31129,Nuckolls,Nebraska,0.5391751271860226
48225,Houston,Texas,0.5389283031324973
54003,Berkeley,West Virginia,0.5387980164607681
42111,Somerset,Pennsylvania,0.5387735232989995
51690,Martinsville city,Virginia,0.5384605551284648
01133,Winston,Alabama,0.5382020417765434
51075,Goochland,Virginia,0.538123452105893
26133,Osceola,Michigan,0.5380133758505613
27155,Traverse,Minnesota,0.5379876739610724
39083,Knox,Ohio,0.5366042531028147
30099,Teton,Montana,0.5365843255010059
21167,Mercer,Kentucky,0.5365416802921101
48155,Foard,Texas,0.5364118285248726
13317,Wilkes,Georgia,0.5363933453799066
48073,Cherokee,Texas,0.5362514154799642
29133,Mississippi,Missouri,0.5362126808611949
40099,Murray,Oklahoma,0.5356720388747438
22121,West Baton Rouge Parish,Louisiana,0.5351616452406857
19073,Greene,Iowa,0.5350462028852174
05127,Scott,Arkansas,0.5332880684284949
06103,Tehama,California,0.5331695836305219
28117,Prentiss,Mississippi,0.5329839427769142
48089,Colorado,Texas,0.5323603366072531
13267,Tattnall,Georgia,0.5321714009350363
22095,St. John the Baptist Parish,Louisiana,0.5321395495063492
12101,Pasco,Florida,0.5314492729186082
48367,Parker,Texas,0.5306939867235486
13109,Evans,Georgia,0.5304369722849368
51061,Fauquier,Virginia,0.5303995906259659
37163,Sampson,North Carolina,0.5301955824746623
45021,Cherokee,South Carolina,0.5300383951199039
40041,Delaware,Oklahoma,0.5299944896254185
72093,Maricao Municipio,Puerto Rico,0.5299608222789446
37187,Washington,North Carolina,0.529538612994401
31177,Washington,Nebraska,0.529435308703692
19185,Wayne,Iowa,0.5292757830793428
36035,Fulton,New York,0.529244379409801
28025,Clay,Mississippi,0.5289970731964786
31027,Cedar,Nebraska,0.5288575247902372
29075,Gentry,Missouri,0.5288272376729756
37057,Davidson,North Carolina,0.5288194643524118
12119,Sumter,Florida,0.5286157721788248
17187,Warren,Illinois,0.5280264181040955
26089,Leelanau,Michigan,0.527961252618813
55053,Jackson,Wisconsin,0.5277869822635324
48497,Wise,Texas,0.5275770621646036
13253,Seminole,Georgia,0.5274624885186892
17127,Massac,Illinois,0.5274154099546007
32027,Pershing,Nevada,0.5273366541854492
18179,Wells,Indiana,0.5267066147896508
18075,Jay,Indiana,0.5266071954740316
35023,Hidalgo,New Mexico,0.5264675110374951
37005,Alleghany,North Carolina,0.5263692452113218
40111,Okmulgee,Oklahoma,0.5263332833176
27101,Murray,Minnesota,0.5262251227921704
48239,Jackson,Texas,0.5259500911592767
22003,Allen Parish,Louisiana,0.5257887131466875
13093,Dooly,Georgia,0.5257374838236246
48313,Madison,Texas,0.5252783863991082
05029,Conway,Arkansas,0.5251609916695538
13293,Upson,Georgia,0.5249537042936233
39037,Darke,Ohio,0.5245342053067055
27009,Benton,Minnesota,0.5240550555318231
13217,Newton,Georgia,0.5235803464155312
32009,Esmeralda,Nevada,0.5232915426808403
55049,Iowa,Wisconsin,0.5231998972668047
48103,Crane,Texas,0.5223214539464339
38037,Grant,North Dakota,0.5223051933113324
72085,Las Piedras Municipio,Puerto Rico,0.5222618223431201
51091,Highland,Virginia,0.5222292434345276
27069,Kittson,Minnesota,0.5222211291348582
22031,De Soto Parish,Louisiana,0.5219087459593896
48229,Hudspeth,Texas,0.5215783688225637
19161,Sac,Iowa,0.5210933956141263
36037,Genesee,New York,0.5209135866048326
05075,Lawrence,Arkansas,0.5206846552776518
48251,Johnson,Texas,0.520321838312651
40035,Craig,Oklahoma,0.520279181268801
27121,Pope,Minnesota,0.5201915976575363
55095,Polk,Wisconsin,0.5197652686377854
17051,Fayette,Illinois,0.5194812148412207
26023,Branch,Michigan,0.5194070352180158
36011,Cayuga,New York,0.518902228756644
42073,Lawrence,Pennsylvania,0.5188444779616949
18181,White,Indiana,0.5188009728877974
39087,Lawrence,Ohio,0.5182159272175273
37175,Transylvania,North Carolina,0.5180345016699064
37009,Ashe,North Carolina,0.5168505984137924
45055,Kershaw,South Carolina,0.5162082184693675
20039,Decatur,Kansas,0.5161100241563025
26147,St. Clair,Michigan,0.5157596824193208
46093,Meade,South Dakota,0.515070426449793
08079,Mineral,Colorado,0.5149503886137066
17011,Bureau,Illinois,0.5149148848327421
47069,Hardeman,Tennessee,0.5145473572418058
23021,Piscataquis,Maine,0.5144162897018831
27087,Mahnomen,Minnesota,0.5141791825479755
01131,Wilcox,Alabama,0.5141312431452876
40007,Beaver,Oklahoma,0.5134301683669437
51047,Culpeper,Virginia,0.5133886185566244
44009,Washington,Rhode Island,0.5129672025066563
48295,Lipscomb,Texas,0.5127892518894331
30055,McCone,Montana,0.5119592669526369
49033,Rich,Utah,0.511595472700202
18029,Dearborn,Indiana,0.5114514007174135
40095,Marshall,Oklahoma,0.5113313690694047
17135,Montgomery,Illinois,0.510678221476524
39161,Van Wert,Ohio,0.5105795018008686
40043,Dewey,Oklahoma,0.5105452211375336
48345,Motley,Texas,0.5101858210549094
54109,Wyoming,West Virginia,0.5093769596514115
22085,Sabine Parish,Louisiana,0.5091128900956342
27133,Rock,Minnesota,0.508773316260778
48335,Mitchell,Texas,0.508666197020981
30057,Madison,Montana,0.5085824836748227
05059,Hot Spring,Arkansas,0.5085683087565284
54023,Grant,West Virginia,0.5085644518511068
38063,Nelson,North Dakota,0.5081547356866156
19099,Jasper,Iowa,0.5080552616328398
17103,Lee,Illinois,0.5080328241670272
23023,Sagadahoc,Maine,0.5079457033928496
13237,Putnam,Georgia,0.5078441888584256
45049,Hampton,South Carolina,0.5077599422621365
05089,Marion,Arkansas,0.5075953716454857
26119,Montmorency,Michigan,0.5071480735223569
51099,King George,Virginia,0.5068268885551791
36021,Columbia,New York,0.5066126093229895
22127,Winn Parish,Louisiana,0.5063878350220242
21091,Hancock,Kentucky,0.5059870706812343
55041,Forest,Wisconsin,0.5057047979600336
72131,San Sebastián Municipio,Puerto Rico,0.5053949749239454
46007,Bennett,South Dakota,0.5048872634244427
45011,Barnwell,South Carolina,0.5047927929162639
39005,Ashland,Ohio,0.5045309680618756
45033,Dillon,South Carolina,0.5044087407361069
35021,Harding,New Mexico,0.5043961020182954
05085,Lonoke,Arkansas,0.5043485446261909
41013,Crook,Oregon,0.5042120110687279
34029,Ocean,New Jersey,0.5040963151811482
48159,Franklin,Texas,0.5038115615045494
26109,Menominee,Michigan,0.5037556770503377
29065,Dent,Missouri,0.5035467087063352
31063,Frontier,Nebraska,0.5023982637602146
39031,Coshocton,Ohio,0.5021775603672528
41071,Yamhill,Oregon,0.5021109535345021
18023,Clinton,Indiana,0.501867805184967
54035,Jackson,West Virginia,0.501574625727415
48069,Castro,Texas,0.5011013916809207
48385,Real,Texas,0.500718435903134
08115,Sedgwick,Colorado,0.5003842968727295
48433,Stonewall,Texas,0.5000548515349786
08091,Ouray,Colorado,0.49992584718140354
26093,Livingston,Michigan,0.4996975754302441
48047,Brooks,Texas,0.49969311827282004
40129,Roger Mills,Oklahoma,0.4996279741990337
16077,Power,Idaho,0.49914303949236455
31147,Richardson,Nebraska,0.4990290796073451
21129,Lee,Kentucky,0.49892755641091535
48317,Martin,Texas,0.4988755606771541
22125,West Feliciana Parish,Louisiana,0.4987557305754121
17181,Union,Illinois,0.4982642189642852
30079,Prairie,Montana,0.4981547735331868
12019,Clay,Florida,0.4980726424958949
48161,Freestone,Texas,0.49760499344315245
37167,Stanly,North Carolina,0.4974443853842007
48129,Donley,Texas,0.4974430546652383
18137,Ripley,Indiana,0.4973286849776077
48197,Hardeman,Texas,0.49715580533702836
17021,Christian,Illinois,0.4971176411947365
46003,Aurora,South Dakota,0.4969268568000342
05083,Logan,Arkansas,0.4967561415737673
42009,Bedford,Pennsylvania,0.4967382642890392
48137,Edwards,Texas,0.49662497750284773
23015,Lincoln,Maine,0.4964880692265213
27057,Hubbard,Minnesota,0.49556543778139606
32019,Lyon,Nevada,0.4953268165944346
46117,Stanley,South Dakota,0.49519582882325475
20093,Kearny,Kansas,0.4947279261537594
30081,Ravalli,Montana,0.49471733220214115
09007,Middlesex,Connecticut,0.4945788270625078
31097,Johnson,Nebraska,0.4944556917271596
21043,Carter,Kentucky,0.49402261737921294
53013,Columbia,Washington,0.49396189992173933
13235,Pulaski,Georgia,0.49297618283967376
28125,Sharkey,Mississippi,0.49278456955255434
45035,Dorchester,South Carolina,0.49249926201011435
36075,Oswego,New York,0.49134451164814735
29073,Gasconade,Missouri,0.49105913678067736
51073,Gloucester,Virginia,0.49088305521664705
47151,Scott,Tennessee,0.49030778760115556
31035,Clay,Nebraska,0.49018865093756525
48017,Bailey,Texas,0.49012115737141926
36105,Sullivan,New York,0.48990967065399876
55055,Jefferson,Wisconsin,0.489843420239333
21175,Morgan,Kentucky,0.48958914156603495
19037,Chickasaw,Iowa,0.4894553187832474
48333,Mills,Texas,0.4894300599035303
42061,Huntingdon,Pennsylvania,0.48924463153835296
39097,Madison,Ohio,0.48904912834735875
40015,Caddo,Oklahoma,0.4888864435556456
40045,Ellis,Oklahoma,0.48812480278800713
05121,Randolph,Arkansas,0.4877022871428526
35039,Rio Arriba,New Mexico,0.4876185511355256
42131,Wyoming,Pennsylvania,0.4871918927911921
26091,Lenawee,Michigan,0.48715350008900327
48187,Guadalupe,Texas,0.48704042843759354
28029,Copiah,Mississippi,0.4868144983613395
12133,Washington,Florida,0.48674569171888027
72119,Río Grande Municipio,Puerto Rico,0.4861051577630322
47013,Campbell,Tennessee,0.4860921385454865
47099,Lawrence,Tennessee,0.4855496845308759
21085,Grayson,Kentucky,0.48476907588270957
47133,Overton,Tennessee,0.4847338843580907
22117,Washington Parish,Louisiana,0.48435602156624136
31103,Keya Paha,Nebraska,0.484094988028903
24019,Dorchester,Maryland,0.48399764599821304
13193,Macon,Georgia,0.48383739555636623
29093,Iron,Missouri,0.4835818611424135
21057,Cumberland,Kentucky,0.48320271289950145
21007,Ballard,Kentucky,0.4830773761593559
30095,Stillwater,Montana,0.48294664067323295
19159,Ringgold,Iowa,0.48277723866363087
21001,Adair,Kentucky,0.4825712137803254
46039,Deuel,South Dakota,0.482208865753597
28103,Noxubee,Mississippi,0.4819857682138676
26115,Monroe,Michigan,0.4819131947010323
48495,Winkler,Texas,0.48172332271130486
48099,Coryell,Texas,0.48115471142172556
21089,Greenup,Kentucky,0.4811356725219387
27073,Lac qui Parle,Minnesota,0.480804464692983
48285,Lavaca,Texas,0.48033661263742766
47041,DeKalb,Tennessee,0.4803101125409803
39007,Ashtabula,Ohio,0.47988180637439315
55059,Kenosha,Wisconsin,0.4798149406898053
21075,Fulton,Kentucky,0.4796823409384984
51051,Dickenson,Virginia,0.47965476603410684
19051,Davis,Iowa,0.47938143112964027
26059,Hillsdale,Michigan,0.4789633927003861
40057,Harmon,Oklahoma,0.4789147704325602
40005,Atoka,Oklahoma,0.47850002677875547
27095,Mille Lacs,Minnesota,0.47848797509525803
40103,Noble,Oklahoma,0.4781367490564436
46021,Campbell,South Dakota,0.47780779399757034
38027,Eddy,North Dakota,0.47766213275081104
47109,McNairy,Tennessee,0.4770409254211044
53019,Ferry,Washington,0.4770083525573925
15005,Kalawao,Hawaii,0.47690547729761246
47147,Robertson,Tennessee,0.47663586705829075
28021,Claiborne,Mississippi,0.47650809745809486
37123,Montgomery,North Carolina,0.4764674991686101
47017,Carroll,Tennessee,0.47639780565300216
21119,Knott,Kentucky,0.4761255468016032
48299,Llano,Texas,0.47594476444525724
36117,Wayne,New York,0.4758696227093815
48327,Menard,Texas,0.475655975042475
36051,Livingston,New York,0.4752114799446976
19055,Delaware,Iowa,0.47496516559383417
48427,Starr,Texas,0.47494758532216524
47095,Lake,Tennessee,0.47491326328905376
17027,Clinton,Illinois,0.4748884257615974
18153,Sullivan,Indiana,0.4748719733454339
27153,Todd,Minnesota,0.4747473487414385
49009,Daggett,Utah,0.4743506483118656
46077,Kingsbury,South Dakota,0.47422163725325645
48287,Lee,Texas,0.47418215943058073
05141,Van Buren,Arkansas,0.4739032389676641
21159,Martin,Kentucky,0.47343847878193973
08014,Broomfield,Colorado,0.47343044594939837
51009,Amherst,Virginia,0.4731346162023323
40077,Latimer,Oklahoma,0.4729919556182544
27141,Sherburne,Minnesota,0.472954258764293
38087,Slope,North Dakota,0.4725747177968065
28069,Kemper,Mississippi,0.47199849673701416
19119,Lyon,Iowa,0.4718921091829032
51067,Franklin,Virginia,0.4716914798570617
28153,Wayne,Mississippi,0.47118252072540484
23017,Oxford,Maine,0.47110667412382673
29131,Miller,Missouri,0.47105798907548974
37041,Chowan,North Carolina,0.47097018363356713
72141,Utuado Municipio,Puerto Rico,0.47091734099484056
06033,Lake,California,0.4709063347512425
22107,Tensas Parish,Louisiana,0.47061987368589747
30109,Wibaux,Montana,0.4704486264423148
17145,Perry,Illinois,0.4702091978000789
06115,Yuba,California,0.47004795779896397
16061,Lewis,Idaho,0.46952746319716476
47055,Giles,Tennessee,0.4693947599885844
17073,Henry,Illinois,0.46907782144752574
27165,Watonwan,Minnesota,0.46903745085420057
13207,Monroe,Georgia,0.468838615640774
12049,Hardee,Florida,0.46872418794324255
39029,Columbiana,Ohio,0.46838031401111635
28135,Tallahatchie,Mississippi,0.4682144155549022
53017,Douglas,Washington,0.4680016170320642
27161,Waseca,Minnesota,0.4679047767392145
54093,Tucker,West Virginia,0.46751226802529977
05109,Pike,Arkansas,0.4670768108245815
22063,Livingston Parish,Louisiana,0.46677353943951094
27115,Pine,Minnesota,0.4664044848913394
20047,Edwards,Kansas,0.4657261741506766
18059,Hancock,Indiana,0.4656148983163654
20201,Washington,Kansas,0.46448439875370956
31121,Merrick,Nebraska,0.4642050798193216
72081,Lares Municipio,Puerto Rico,0.46396756352500573
28079,Leake,Mississippi,0.46292106916447295
20185,Stafford,Kansas,0.4629175060542107
28057,Itawamba,Mississippi,0.46254932252625175
01119,Sumter,Alabama,0.46236209074194323
35043,Sandoval,New Mexico,0.46233212608265606
13213,Murray,Georgia,0.462202509212022
46009,Bon Homme,South Dakota,0.46190464429186723
22009,Avoyelles Parish,Louisiana,0.46175577262355727
29141,Morgan,Missouri,0.46165096404097977
39033,Crawford,Ohio,0.46093631321511414
40061,Haskell,Oklahoma,0.460755381288833
19177,Van Buren,Iowa,0.4606900041248923
16075,Payette,Idaho,0.4604399091930403
18183,Whitley,Indiana,0.4603987043938811
17149,Pike,Illinois,0.4600227882956589
45029,Colleton,South Carolina,0.45998416377329043
13297,Walton,Georgia,0.4594786397058954
38013,Burke,North Dakota,0.45939064449074846
19173,Taylor,Iowa,0.45869093578982917
26035,Clare,Michigan,0.45858455839571005
23027,Waldo,Maine,0.45853167993293414
56045,Weston,Wyoming,0.45849652954313797
12045,Gulf,Florida,0.45844116506185684
36053,Madison,New York,0.45799211252565786
51093,Isle of Wight,Virginia,0.45761238750219424
51670,Hopewell city,Virginia,0.4573358788252457
26117,Montcalm,Michigan,0.4572833795194591
51057,Essex,Virginia,0.4570896458007481
46097,Miner,South Dakota,0.4568824953138159
13123,Gilmer,Georgia,0.4568782069753477
22113,Vermilion Parish,Louisiana,0.45673647843609827
29053,Cooper,Missouri,0.45657078064124335
38091,Steele,North Dakota,0.4565184443191353
29223,Wayne,Missouri,0.45646067414698316
27075,Lake,Minnesota,0.4564280450493869
40051,Grady,Oklahoma,0.4560667417482192
06021,Glenn,California,0.45579845097208965
46033,Custer,South Dakota,0.4555496596442218
17047,Edwards,Illinois,0.4555239098565278
13177,Lee,Georgia,0.4554210172721995
51187,Warren,Virginia,0.45517496353422926
01023,Choctaw,Alabama,0.4549128783078368
29109,Lawrence,Missouri,0.45464252549815276
30015,Chouteau,Montana,0.4545405615092272
48397,Rockwall,Texas,0.45442099227576627
05135,Sharp,Arkansas,0.4542025624016897
24029,Kent,Maryland,0.4535976491303598
17085,Jo Daviess,Illinois,0.45351272233062956
34019,Hunterdon,New Jersey,0.4531304535704619
17139,Moultrie,Illinois,0.453009547010531
48269,King,Texas,0.452902126191522
39129,Pickaway,Ohio,0.4528658940142265
54029,Hancock,West Virginia,0.4527925677011368
39069,Henry,Ohio,0.45266044022046836
31077,Greeley,Nebraska,0.45261233625508557
12107,Putnam,Florida,0.4524529086698055
72019,Barranquitas Municipio,Puerto Rico,0.4522988198895178
28101,Newton,Mississippi,0.45182265263034577
55103,Richland,Wisconsin,0.4517818528589043
21099,Hart,Kentucky,0.45172108642260683
47073,Hawkins,Tennessee,0.4515272276252223
48363,Palo Pinto,Texas,0.4513581324212468
40075,Kiowa,Oklahoma,0.45132864744172363
05021,Clay,Arkansas,0.4510037096149832
48235,Irion,Texas,0.4504544496884534
48337,Montague,Texas,0.4500967334096283
46045,Edmunds,South Dakota,0.45007191138506186
48131,Duval,Texas,0.44973367971077677
28141,Tishomingo,Mississippi,0.4493949608593423
46101,Moody,South Dakota,0.44937267371023526
08025,Crowley,Colorado,0.44913728110782475
31133,Pawnee,Nebraska,0.4489820684700038
46095,Mellette,South Dakota,0.4487707710043774
13147,Hart,Georgia,0.4486503811649783
19005,Allamakee,Iowa,0.44835989037277374
26141,Presque Isle,Michigan,0.44831592249068813
22013,Bienville Parish,Louisiana,0.44826939522806336
48173,Glasscock,Texas,0.44768302133639104
31005,Arthur,Nebraska,0.44767841406746517
05081,Little River,Arkansas,0.44756216438959484
48271,Kinney,Texas,0.4472257114388789
45089,Williamsburg,South Carolina,0.44721240609839463
48259,Kendall,Texas,0.44715624680940536
40127,Pushmataha,Oklahoma,0.4468661783256852
39111,Monroe,Ohio,0.44662200574573524
29005,Atchison,Missouri,0.4465996948321366
37109,Lincoln,North Carolina,0.4457142678054877
29205,Shelby,Missouri,0.445675860517677
72041,Cidra Municipio,Puerto Rico,0.4452641807106918
12029,Dixie,Florida,0.4452163502957089
46057,Hamlin,South Dakota,0.44500039846520806
45005,Allendale,South Carolina,0.44493696157291696
55007,Bayfield,Wisconsin,0.4447784298096786
72063,Gurabo Municipio,Puerto Rico,0.44460883140473895
48247,Jim Hogg,Texas,0.4445806668665145
39065,Hardin,Ohio,0.4444437919639153
72099,Moca Municipio,Puerto Rico,0.4443938716855904
47005,Benton,Tennessee,0.4441972149997485
13047,Catoosa,Georgia,0.4440997616145945
21097,Harrison,Kentucky,0.4439596126111541
26159,Van Buren,Michigan,0.4437467599669691
48447,Throckmorton,Texas,0.44363248192032356
39055,Geauga,Ohio,0.4434044156496724
41055,Sherman,Oregon,0.44339406327408803
21171,Monroe,Kentucky,0.4432854762085461
19001,Adair,Iowa,0.44326559455096987
26009,Antrim,Michigan,0.443143136755602
22011,Beauregard Parish,Louisiana,0.4429212540341765
40063,Hughes,Oklahoma,0.44266348451413134
06005,Amador,California,0.4425326517336956
72003,Aguada Municipio,Puerto Rico,0.4422908773268461
29035,Carter,Missouri,0.4417578718375225
37131,Northampton,North Carolina,0.4415990253322266
48257,Kaufman,Texas,0.4414947233823274
48343,Morris,Texas,0.44146713080370903
26135,Oscoda,Michigan,0.44134597961836164
22099,St. Martin Parish,Louisiana,0.44125000867216563
21051,Clay,Kentucky,0.4408347126971305
25011,Franklin,Massachusetts,0.440548866474834
54057,Mineral,West Virginia,0.4396549535006478
19019,Buchanan,Iowa,0.43957564913693004
17141,Ogle,Illinois,0.4394690567946152
45069,Marlboro,South Carolina,0.43924186439276924
45057,Lancaster,South Carolina,0.4392298954290672
20089,Jewell,Kansas,0.438960527846928
19181,Warren,Iowa,0.43879844516565236
29011,Barton,Missouri,0.4387826007303065
01035,Conecuh,Alabama,0.4386707746246623
47049,Fentress,Tennessee,0.43858586399400046
13311,White,Georgia,0.43858428725612636
24017,Charles,Maryland,0.43824187351236354
29107,Lafayette,Missouri,0.4379934431900593
40135,Sequoyah,Oklahoma,0.4370916164179293
05079,Lincoln,Arkansas,0.43705789455708466
47181,Wayne,Tennessee,0.43704231403216337
12113,Santa Rosa,Florida,0.4369465417617492
51159,Richmond,Virginia,0.43627391835484175
29171,Putnam,Missouri,0.43622950574012553
28053,Humphreys,Mississippi,0.4360552589181413
54053,Mason,West Virginia,0.4355645040709907
51053,Dinwiddie,Virginia,0.43517881078497755
26123,Newaygo,Michigan,0.43517471172655736
31049,Deuel,Nebraska,0.43466746124775363
19071,Fremont,Iowa,0.4345822240807578
13233,Polk,Georgia,0.43451845686055945
39123,Ottawa,Ohio,0.4344323256099936
20021,Cherokee,Kansas,0.4341575900594253
27077,Lake of the Woods,Minnesota,0.4340906463714429
05149,Yell,Arkansas,0.4340089982708337
29229,Wright,Missouri,0.43368627233957374
28007,Attala,Mississippi,0.43349087038221845
48261,Kenedy,Texas,0.433347114349357
13131,Grady,Georgia,0.4332373552000613
13319,Wilkinson,Georgia,0.43319150814486795
08027,Custer,Colorado,0.43252787761913597
72143,Vega Alta Municipio,Puerto Rico,0.4324276957728555
05047,Franklin,Arkansas,0.4322671527211716
31087,Hitchcock,Nebraska,0.4322455720900378
19143,Osceola,Iowa,0.4313558459362316
48437,Swisher,Texas,0.43122008401479894
56019,Johnson,Wyoming,0.4310624675558886
40091,McIntosh,Oklahoma,0.43104696607286047
08023,Costilla,Colorado,0.430995514932597
13227,Pickens,Georgia,0.4303375644540518
17185,Wabash,Illinois,0.43023949889036234
29039,Cedar,Missouri,0.4301179652648575
40141,Tillman,Oklahoma,0.42997392266006595
48413,Schleicher,Texas,0.42975637541498746
13075,Cook,Georgia,0.4294139878423766
20165,Rush,Kansas,0.42910101521443766
17075,Iroquois,Illinois,0.4290601976522142
08111,San Juan,Colorado,0.42903864309554574
12079,Madison,Florida,0.42890613637912955
56011,Crook,Wyoming,0.42860254776798035
51071,Giles,Virginia,0.4285758314745279
05111,Poinsett,Arkansas,0.4285354311953506
36099,Seneca,New York,0.4285050136860697
01011,Bullock,Alabama,0.4284844871389384
09005,Litchfield,Connecticut,0.4284378950353088
28013,Calhoun,Mississippi,0.42800062683764256
13295,Walker,Georgia,0.42784124774957044
20083,Hodgeman,Kansas,0.4274896264555897
30045,Judith Basin,Montana,0.42736005612881417
17153,Pulaski,Illinois,0.42729519400436
35061,Valencia,New Mexico,0.4270332816430637
24035,Queen Anne's,Maryland,0.42684957412126245
29087,Holt,Missouri,0.42682424071746344
26011,Arenac,Michigan,0.4267719627552071
47117,Marshall,Tennessee,0.42671181276513076
13251,Screven,Georgia,0.4263878825805086
47115,Marion,Tennessee,0.42578378918177284
38007,Billings,North Dakota,0.4256424649032599
42127,Wayne,Pennsylvania,0.4249414599797845
19025,Calhoun,Iowa,0.4249176896899489
05147,Woodruff,Arkansas,0.4247751849799281
29199,Scotland,Missouri,0.4247277257224974
22001,Acadia Parish,Louisiana,0.42456502445221395
38043,Kidder,North Dakota,0.4244587496384501
22093,St. James Parish,Louisiana,0.42437466014167435
29123,Madison,Missouri,0.4241232487148837
22067,Morehouse Parish,Louisiana,0.4239549163417031
28127,Simpson,Mississippi,0.42389819700107323
19133,Monona,Iowa,0.4237613931281471
18131,Pulaski,Indiana,0.42311977705085735
17023,Clark,Illinois,0.4225139099385085
18079,Jennings,Indiana,0.4224084001581437
31181,Webster,Nebraska,0.42232659759257274
18041,Fayette,Indiana,0.42222556851139076
48083,Coleman,Texas,0.42222010260021114
20191,Sumner,Kansas,0.4220042963283063
22027,Claiborne Parish,Louisiana,0.42187381877824615
13229,Pierce,Georgia,0.4217730384057299
31083,Harlan,Nebraska,0.42170103502876444
36121,Wyoming,New York,0.4216291087001656
48213,Henderson,Texas,0.4214706000794383
54073,Pleasants,West Virginia,0.4211885618187931
40069,Johnston,Oklahoma,0.42107351350722133
28097,Montgomery,Mississippi,0.42087376024089584
45009,Bamberg,South Carolina,0.42068375418318177
55051,Iron,Wisconsin,0.42063133796606694
47171,Unicoi,Tennessee,0.4205513318871178
30061,Mineral,Montana,0.42052727821928
72029,Canóvanas Municipio,Puerto Rico,0.4204294868280387
18065,Henry,Indiana,0.42039617381444144
51105,Lee,Virginia,0.4198806461171499
39137,Putnam,Ohio,0.4195280894184533
54101,Webster,West Virginia,0.418409777920731
26151,Sanilac,Michigan,0.4183381190711574
51077,Grayson,Virginia,0.4182970717133367
37145,Person,North Carolina,0.41827965150285995
22123,West Carroll Parish,Louisiana,0.4179342898653606
08121,Washington,Colorado,0.41775139545264656
48193,Hamilton,Texas,0.4176256398257254
08065,Lake,Colorado,0.4170663789882439
37177,Tyrrell,North Carolina,0.4169514457832764
48087,Collingsworth,Texas,0.41691746060265755
27081,Lincoln,Minnesota,0.4167950950922263
39071,Highland,Ohio,0.4166604781759344
05077,Lee,Arkansas,0.41665435416147184
06043,Mariposa,California,0.4166412052530308
29149,Oregon,Missouri,0.4166194923376612
18045,Fountain,Indiana,0.4166045428469681
48007,Aransas,Texas,0.41570312483453464
21233,Webster,Kentucky,0.4156242898729388
27001,Aitkin,Minnesota,0.4155733777905631
20095,Kingman,Kansas,0.41507459300277355
24013,Carroll,Maryland,0.4150613045503025
28031,Covington,Mississippi,0.415040360052831
36107,Tioga,New York,0.41480783478759586
