sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2020/7/29,48.87574652,Northeast,PA,"Erie County, PA",42049
2020/7/29,19.81261885,Northeast,MA,"Hampshire County, MA",25015
2020/7/29,44.23718006,Northeast,PA,"Indiana County, PA",42063
2020/7/29,120.3180561,West,OR,"Jackson County, OR",41029
2020/7/29,0.463067659,Northeast,ME,"Kennebec County, ME",23011
2020/7/29,146.1396835,Midwest,IN,"Lake County, IN",18089
2020/7/29,430.1416895,South,FL,"Miami-Dade County, FL",12086
2020/7/29,42.130216,West,CA,"Monterey County, CA",6053
2020/7/29,124.3294486,West,OR,"Multnomah County, OR",41051
2020/7/29,100.9599021,Northeast,DE,"New Castle County, DE",10003
2020/7/29,23.24498225,West,MT,"Park County, MT",30067
2020/7/29,109.3394405,Midwest,IL,"Peoria County, IL",17143
2020/7/29,47.68536011,West,CA,"Placer County, CA",6061
2020/7/29,160.6472577,West,WA,"Skagit County, WA",53057
2020/7/29,51.70142178,Midwest,IN,"Steuben County, IN",18151
2020/7/29,38.52356666,Northeast,MA,"Suffolk County, MA",25025
2020/7/29,5.549004836,Northeast,RI,"Washington County, RI",44009
2020/8/5,34.73156132,West,CO,"Arapahoe County, CO",8005
2020/8/5,0,Northeast,MA,"Berkshire County, MA",25003
2020/8/5,110.2175879,Northeast,PA,"Dauphin County, PA",42043
2020/8/5,304.4728848,West,NV,"Elko County, NV",32007
2020/8/5,38.86552685,Northeast,PA,"Erie County, PA",42049
2020/8/5,1.378370345,Northeast,MA,"Essex County, MA",25009
2020/8/5,97.16334873,Northeast,CT,"Fairfield County, CT",9001
2020/8/5,164.5406809,Northeast,PA,"Franklin County, PA",42055
2020/8/5,209.6227359,South,TN,"Hamilton County, TN",47065
2020/8/5,159.7389891,Midwest,MN,"Hennepin County, MN",27053
2020/8/5,18.22729333,Northeast,PA,"Indiana County, PA",42063
2020/8/5,187.2621864,West,OR,"Jackson County, OR",41029
2020/8/5,220.8977866,South,KY,"Jefferson County, KY",21111
2020/8/5,1.852270637,Northeast,ME,"Kennebec County, ME",23011
2020/8/5,158.0970934,Midwest,IN,"Lake County, IN",18089
2020/8/5,329.3936966,South,FL,"Miami-Dade County, FL",12086
2020/8/5,5.704339944,West,CA,"Monterey County, CA",6053
2020/8/5,21.2015815,Northeast,PA,"Montgomery County, PA",42091
2020/8/5,110.1388344,West,OR,"Multnomah County, OR",41051
2020/8/5,1.320896111,Northeast,NY,"Nassau County, NY",36059
2020/8/5,150.2796248,Northeast,DE,"New Castle County, DE",10003
2020/8/5,10.19302459,West,MT,"Park County, MT",30067
2020/8/5,263.4464462,Midwest,IL,"Peoria County, IL",17143
2020/8/5,49.71758142,West,CA,"Placer County, CA",6061
2020/8/5,546.9949157,South,TN,"Shelby County, TN",47157
2020/8/5,134.1439608,Midwest,IN,"Steuben County, IN",18151
2020/8/5,53.02889286,Northeast,MA,"Suffolk County, MA",25025
2020/8/5,2.122297893,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/8/5,11.05196132,Northeast,NJ,"Union County, NJ",34039
2020/8/5,5.678008922,Northeast,RI,"Washington County, RI",44009
2020/8/12,20.64866955,West,CO,"Arapahoe County, CO",8005
2020/8/12,0,Northeast,MA,"Berkshire County, MA",25003
2020/8/12,0,Northeast,VT,"Chittenden County, VT",50007
2020/8/12,95.27245117,Northeast,PA,"Dauphin County, PA",42043
2020/8/12,404.4117011,West,NV,"Elko County, NV",32007
2020/8/12,30.06262378,Northeast,PA,"Erie County, PA",42049
2020/8/12,4.594567818,Northeast,MA,"Essex County, MA",25009
2020/8/12,27.01683451,Northeast,CT,"Fairfield County, CT",9001
2020/8/12,97.14927861,Midwest,MN,"Hennepin County, MN",27053
2020/8/12,4.855377837,Northeast,PA,"Indiana County, PA",42063
2020/8/12,127.1434644,West,OR,"Jackson County, OR",41029
2020/8/12,203.6870487,South,KY,"Jefferson County, KY",21111
2020/8/12,3.142566769,Northeast,ME,"Kennebec County, ME",23011
2020/8/12,189.2798808,Midwest,IN,"Lake County, IN",18089
2020/8/12,210.4436464,South,FL,"Miami-Dade County, FL",12086
2020/8/12,5.76051378,West,CA,"Monterey County, CA",6053
2020/8/12,84.93341952,West,OR,"Multnomah County, OR",41051
2020/8/12,73.17738497,Northeast,DE,"New Castle County, DE",10003
2020/8/12,106.8440346,South,FL,"Palm Beach County, FL",12099
2020/8/12,10.77421259,West,MT,"Park County, MT",30067
2020/8/12,281.3060716,Midwest,IL,"Peoria County, IL",17143
2020/8/12,53.33400073,West,CA,"Placer County, CA",6061
2020/8/12,117.297601,West,CA,"Sacramento County, CA",6067
2020/8/12,178.6521187,South,TN,"Shelby County, TN",47157
2020/8/12,213.545112,South,VA,"Stafford County, VA",51179
2020/8/12,143.3556456,Midwest,IN,"Steuben County, IN",18151
2020/8/12,48.36694139,Northeast,MA,"Suffolk County, MA",25025
2020/8/12,6.490693608,Northeast,RI,"Washington County, RI",44009
2020/8/19,0,Northeast,VT,"Chittenden County, VT",50007
2020/8/19,57.96353119,Northeast,PA,"Dauphin County, PA",42043
2020/8/19,203.6934829,West,NV,"Elko County, NV",32007
2020/8/19,41.81001614,Northeast,PA,"Erie County, PA",42049
2020/8/19,2.008342005,Northeast,MA,"Essex County, MA",25009
2020/8/19,4.589603988,Northeast,CT,"Fairfield County, CT",9001
2020/8/19,265.5647004,South,TN,"Hamilton County, TN",47065
2020/8/19,31.22380651,Northeast,MA,"Hampshire County, MA",25015
2020/8/19,88.01501117,Midwest,MN,"Hennepin County, MN",27053
2020/8/19,10.42303043,Northeast,PA,"Indiana County, PA",42063
2020/8/19,134.5086,West,OR,"Jackson County, OR",41029
2020/8/19,220.4807359,South,KY,"Jefferson County, KY",21111
2020/8/19,12.86159573,Northeast,ME,"Kennebec County, ME",23011
2020/8/19,174.8562856,Midwest,IN,"Lake County, IN",18089
2020/8/19,458.0154567,West,ID,"Latah County, ID",16057
2020/8/19,128.3229295,South,FL,"Miami-Dade County, FL",12086
2020/8/19,4.128089194,West,CA,"Monterey County, CA",6053
2020/8/19,19.78387648,Northeast,PA,"Montgomery County, PA",42091
2020/8/19,71.41770263,West,OR,"Multnomah County, OR",41051
2020/8/19,0,Northeast,NY,"Nassau County, NY",36059
2020/8/19,40.80541147,Northeast,DE,"New Castle County, DE",10003
2020/8/19,16.38186999,West,MT,"Park County, MT",30067
2020/8/19,210.1577874,Midwest,IL,"Peoria County, IL",17143
2020/8/19,50.75340921,West,CA,"Placer County, CA",6061
2020/8/19,84.24906076,West,CA,"Sacramento County, CA",6067
2020/8/19,124.3165695,South,TN,"Shelby County, TN",47157
2020/8/19,87.4833002,West,WA,"Skagit County, WA",53057
2020/8/19,166.7479626,South,VA,"Stafford County, VA",51179
2020/8/19,190.8852583,Midwest,IN,"Steuben County, IN",18151
2020/8/19,49.12771462,Northeast,MA,"Suffolk County, MA",25025
2020/8/19,11.77462997,Northeast,NJ,"Union County, NJ",34039
2020/8/19,1.957663257,Northeast,RI,"Washington County, RI",44009
2020/8/26,34.20686125,West,CO,"Arapahoe County, CO",8005
2020/8/26,0,Northeast,MA,"Berkshire County, MA",25003
2020/8/26,0,Northeast,VT,"Chittenden County, VT",50007
2020/8/26,68.09813425,Northeast,PA,"Dauphin County, PA",42043
2020/8/26,101.3508932,West,NV,"Elko County, NV",32007
2020/8/26,55.30463043,Northeast,PA,"Erie County, PA",42049
2020/8/26,3.438800203,Northeast,MA,"Essex County, MA",25009
2020/8/26,5.25268,Northeast,CT,"Fairfield County, CT",9001
2020/8/26,49.02968403,Northeast,PA,"Franklin County, PA",42055
2020/8/26,81.13442316,Midwest,MN,"Hennepin County, MN",27053
2020/8/26,63.57134634,Northeast,PA,"Indiana County, PA",42063
2020/8/26,292.8683214,West,OR,"Jackson County, OR",41029
2020/8/26,237.2690317,South,KY,"Jefferson County, KY",21111
2020/8/26,226.0557928,Midwest,IN,"Lake County, IN",18089
2020/8/26,111.8079955,South,FL,"Miami-Dade County, FL",12086
2020/8/26,1.595775762,West,CA,"Monterey County, CA",6053
2020/8/26,51.89147374,Northeast,DE,"New Castle County, DE",10003
2020/8/26,85.08165736,West,MT,"Park County, MT",30067
2020/8/26,124.5297823,Midwest,IL,"Peoria County, IL",17143
2020/8/26,61.86437806,West,CA,"Placer County, CA",6061
2020/8/26,84.1284771,West,CA,"Sacramento County, CA",6067
2020/8/26,119.8035106,South,TN,"Shelby County, TN",47157
2020/8/26,206.4243259,South,VA,"Stafford County, VA",51179
2020/8/26,524.8309904,Midwest,IN,"Steuben County, IN",18151
2020/8/26,51.05692029,Northeast,MA,"Suffolk County, MA",25025
2020/8/26,6.518652498,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/8/26,0.14960834,Northeast,RI,"Washington County, RI",44009
2020/9/2,0,Northeast,MA,"Berkshire County, MA",25003
2020/9/2,0,Northeast,VT,"Chittenden County, VT",50007
2020/9/2,90.50794679,Northeast,PA,"Dauphin County, PA",42043
2020/9/2,101.1544332,West,NV,"Elko County, NV",32007
2020/9/2,26.32520643,Northeast,PA,"Erie County, PA",42049
2020/9/2,1.556299787,Northeast,MA,"Essex County, MA",25009
2020/9/2,20.85060658,Northeast,CT,"Fairfield County, CT",9001
2020/9/2,79.22035405,Northeast,PA,"Franklin County, PA",42055
2020/9/2,161.5723063,South,TN,"Hamilton County, TN",47065
2020/9/2,84.52099767,Midwest,MN,"Hennepin County, MN",27053
2020/9/2,215.3593349,Northeast,PA,"Indiana County, PA",42063
2020/9/2,184.0687504,West,OR,"Jackson County, OR",41029
2020/9/2,186.8552016,South,KY,"Jefferson County, KY",21111
2020/9/2,193.990449,Midwest,IN,"Lake County, IN",18089
2020/9/2,266.597147,West,ID,"Latah County, ID",16057
2020/9/2,97.62224135,South,FL,"Miami-Dade County, FL",12086
2020/9/2,5.057756978,West,CA,"Monterey County, CA",6053
2020/9/2,16.75687712,Northeast,PA,"Montgomery County, PA",42091
2020/9/2,73.89110277,West,OR,"Multnomah County, OR",41051
2020/9/2,85.85414068,Northeast,DE,"New Castle County, DE",10003
2020/9/2,328.4936795,West,MT,"Park County, MT",30067
2020/9/2,154.7643694,Midwest,IL,"Peoria County, IL",17143
2020/9/2,49.57144498,West,CA,"Placer County, CA",6061
2020/9/2,98.14488794,West,CA,"Sacramento County, CA",6067
2020/9/2,98.39231553,South,TN,"Shelby County, TN",47157
2020/9/2,128.5355449,South,VA,"Stafford County, VA",51179
2020/9/2,165.2811125,Midwest,IN,"Steuben County, IN",18151
2020/9/2,74.32403604,Northeast,MA,"Suffolk County, MA",25025
2020/9/2,15.32910928,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/9/2,15.74729194,Northeast,NJ,"Union County, NJ",34039
2020/9/2,0,Northeast,RI,"Washington County, RI",44009
2020/9/9,38.44183483,West,CO,"Arapahoe County, CO",8005
2020/9/9,1.356302815,Northeast,VT,"Chittenden County, VT",50007
2020/9/9,63.34975941,Northeast,PA,"Dauphin County, PA",42043
2020/9/9,78.39552181,West,NV,"Elko County, NV",32007
2020/9/9,10.19391166,Northeast,PA,"Erie County, PA",42049
2020/9/9,2.786398945,Northeast,MA,"Essex County, MA",25009
2020/9/9,92.77289174,Northeast,PA,"Franklin County, PA",42055
2020/9/9,1.81292568,Northeast,MA,"Hampshire County, MA",25015
2020/9/9,82.02026077,Midwest,MN,"Hennepin County, MN",27053
2020/9/9,368.1209201,Northeast,PA,"Indiana County, PA",42063
2020/9/9,80.69919411,West,OR,"Jackson County, OR",41029
2020/9/9,101.6700205,South,KY,"Jefferson County, KY",21111
2020/9/9,86.23972927,Midwest,IN,"Lake County, IN",18089
2020/9/9,68.28766031,South,FL,"Miami-Dade County, FL",12086
2020/9/9,18.00766386,West,CA,"Monterey County, CA",6053
2020/9/9,105.6690475,West,OR,"Multnomah County, OR",41051
2020/9/9,0,Northeast,NY,"Nassau County, NY",36059
2020/9/9,71.77884777,Northeast,DE,"New Castle County, DE",10003
2020/9/9,8.981615707,South,FL,"Palm Beach County, FL",12099
2020/9/9,98.302546,West,MT,"Park County, MT",30067
2020/9/9,242.0579118,Midwest,IL,"Peoria County, IL",17143
2020/9/9,42.19996408,West,CA,"Placer County, CA",6061
2020/9/9,92.32403323,West,CA,"Sacramento County, CA",6067
2020/9/9,94.98349155,South,TN,"Shelby County, TN",47157
2020/9/9,132.8803523,South,VA,"Stafford County, VA",51179
2020/9/9,42.00674447,Midwest,IN,"Steuben County, IN",18151
2020/9/9,58.14382479,Northeast,MA,"Suffolk County, MA",25025
2020/9/9,11.36989554,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/9/16,20.58200073,West,CO,"Arapahoe County, CO",8005
2020/9/16,5.425211261,Northeast,VT,"Chittenden County, VT",50007
2020/9/16,41.83020985,Northeast,PA,"Dauphin County, PA",42043
2020/9/16,78.26911924,West,NV,"Elko County, NV",32007
2020/9/16,20.8052899,Northeast,PA,"Erie County, PA",42049
2020/9/16,2.082693239,Northeast,MA,"Essex County, MA",25009
2020/9/16,24.1790278,Northeast,CT,"Fairfield County, CT",9001
2020/9/16,53.4212603,South,TN,"Hamilton County, TN",47065
2020/9/16,3.980587662,Northeast,MA,"Hampshire County, MA",25015
2020/9/16,75.18257502,Midwest,MN,"Hennepin County, MN",27053
2020/9/16,549.3759832,Northeast,PA,"Indiana County, PA",42063
2020/9/16,66.34578674,West,OR,"Jackson County, OR",41029
2020/9/16,64.80839197,South,KY,"Jefferson County, KY",21111
2020/9/16,0.493825115,Northeast,ME,"Kennebec County, ME",23011
2020/9/16,107.6077939,Midwest,IN,"Lake County, IN",18089
2020/9/16,328.0858776,West,ID,"Latah County, ID",16057
2020/9/16,63.28096281,South,FL,"Miami-Dade County, FL",12086
2020/9/16,16.86487974,West,CA,"Monterey County, CA",6053
2020/9/16,10.16138621,Northeast,PA,"Montgomery County, PA",42091
2020/9/16,65.2927635,West,OR,"Multnomah County, OR",41051
2020/9/16,70.67891426,Northeast,DE,"New Castle County, DE",10003
2020/9/16,26.22477592,West,MT,"Park County, MT",30067
2020/9/16,167.4359513,Midwest,IL,"Peoria County, IL",17143
2020/9/16,29.78287416,West,CA,"Placer County, CA",6061
2020/9/16,89.28952651,West,CA,"Sacramento County, CA",6067
2020/9/16,73.73802074,South,TN,"Shelby County, TN",47157
2020/9/16,98.3379396,South,VA,"Stafford County, VA",51179
2020/9/16,21.68717034,Midwest,IN,"Steuben County, IN",18151
2020/9/16,53.193656,Northeast,MA,"Suffolk County, MA",25025
2020/9/16,7.083983678,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/9/16,15.09417537,Northeast,NJ,"Union County, NJ",34039
2020/9/16,0,Northeast,RI,"Washington County, RI",44009
2020/9/23,43.89505516,West,CO,"Arapahoe County, CO",8005
2020/9/23,1.356302815,Northeast,VT,"Chittenden County, VT",50007
2020/9/23,46.48356741,Northeast,PA,"Dauphin County, PA",42043
2020/9/23,82.2015764,West,NV,"Elko County, NV",32007
2020/9/23,33.98440528,Northeast,PA,"Erie County, PA",42049
2020/9/23,5.544374011,Northeast,MA,"Essex County, MA",25009
2020/9/23,3.510188197,Northeast,MA,"Hampshire County, MA",25015
2020/9/23,82.34042881,Midwest,MN,"Hennepin County, MN",27053
2020/9/23,495.5479152,Northeast,PA,"Indiana County, PA",42063
2020/9/23,66.73205383,West,OR,"Jackson County, OR",41029
2020/9/23,76.35517663,South,KY,"Jefferson County, KY",21111
2020/9/23,2.871616961,Northeast,ME,"Kennebec County, ME",23011
2020/9/23,167.0576964,Midwest,IN,"Lake County, IN",18089
2020/9/23,63.29034093,South,FL,"Miami-Dade County, FL",12086
2020/9/23,3.469480802,West,CA,"Monterey County, CA",6053
2020/9/23,47.56871702,West,OR,"Multnomah County, OR",41051
2020/9/23,1.619685695,Northeast,NY,"Nassau County, NY",36059
2020/9/23,73.365711,Northeast,DE,"New Castle County, DE",10003
2020/9/23,92.17805412,West,MT,"Park County, MT",30067
2020/9/23,110.6082016,Midwest,IL,"Peoria County, IL",17143
2020/9/23,26.72636899,West,CA,"Placer County, CA",6061
2020/9/23,57.31123265,West,CA,"Sacramento County, CA",6067
2020/9/23,82.07679222,South,TN,"Shelby County, TN",47157
2020/9/23,64.95622871,South,VA,"Stafford County, VA",51179
2020/9/23,35.15478905,Midwest,IN,"Steuben County, IN",18151
2020/9/23,48.03990051,Northeast,MA,"Suffolk County, MA",25025
2020/9/23,5.155829171,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/9/30,94.45955075,West,CO,"Arapahoe County, CO",8005
2020/9/30,0,Northeast,VT,"Chittenden County, VT",50007
2020/9/30,67.09214207,Northeast,PA,"Dauphin County, PA",42043
2020/9/30,95.64074151,West,NV,"Elko County, NV",32007
2020/9/30,44.51050574,Northeast,PA,"Erie County, PA",42049
2020/9/30,2.944028684,Northeast,MA,"Essex County, MA",25009
2020/9/30,32.20244073,Northeast,CT,"Fairfield County, CT",9001
2020/9/30,30.55436369,Northeast,PA,"Franklin County, PA",42055
2020/9/30,41.44149172,South,TN,"Hamilton County, TN",47065
2020/9/30,87.07342861,Midwest,MN,"Hennepin County, MN",27053
2020/9/30,315.0914173,Northeast,PA,"Indiana County, PA",42063
2020/9/30,102.2554664,West,OR,"Jackson County, OR",41029
2020/9/30,121.4605161,South,KY,"Jefferson County, KY",21111
2020/9/30,7.31687991,Northeast,ME,"Kennebec County, ME",23011
2020/9/30,144.1770515,Midwest,IN,"Lake County, IN",18089
2020/9/30,388.3494128,West,ID,"Latah County, ID",16057
2020/9/30,47.31415505,South,FL,"Miami-Dade County, FL",12086
2020/9/30,0.601351726,West,CA,"Monterey County, CA",6053
2020/9/30,49.13987277,West,OR,"Multnomah County, OR",41051
2020/9/30,71.55518592,Northeast,DE,"New Castle County, DE",10003
2020/9/30,308.454992,West,MT,"Park County, MT",30067
2020/9/30,100.9280461,Midwest,IL,"Peoria County, IL",17143
2020/9/30,22.65696426,West,CA,"Placer County, CA",6061
2020/9/30,57.10715465,West,CA,"Sacramento County, CA",6067
2020/9/30,75.11325897,South,TN,"Shelby County, TN",47157
2020/9/30,63.03643675,South,VA,"Stafford County, VA",51179
2020/9/30,17.99489823,Midwest,IN,"Steuben County, IN",18151
2020/9/30,50.33321591,Northeast,MA,"Suffolk County, MA",25025
2020/9/30,20.94196101,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/9/30,42.12166633,Northeast,NJ,"Union County, NJ",34039
2020/10/7,109.3965869,West,CO,"Arapahoe County, CO",8005
2020/10/7,0,Northeast,VT,"Chittenden County, VT",50007
2020/10/7,97.00643005,Northeast,PA,"Dauphin County, PA",42043
2020/10/7,84.04241563,West,NV,"Elko County, NV",32007
2020/10/7,74.42233219,Northeast,PA,"Erie County, PA",42049
2020/10/7,17.93437851,Northeast,MA,"Essex County, MA",25009
2020/10/7,30.96465324,Northeast,CT,"Fairfield County, CT",9001
2020/10/7,3.631735655,Northeast,MA,"Hampshire County, MA",25015
2020/10/7,110.7249819,Midwest,MN,"Hennepin County, MN",27053
2020/10/7,186.5670307,Northeast,PA,"Indiana County, PA",42063
2020/10/7,262.6237145,West,OR,"Jackson County, OR",41029
2020/10/7,149.0281879,South,KY,"Jefferson County, KY",21111
2020/10/7,9.582931699,Northeast,ME,"Kennebec County, ME",23011
2020/10/7,181.4644981,Midwest,IN,"Lake County, IN",18089
2020/10/7,63.33026901,South,FL,"Miami-Dade County, FL",12086
2020/10/7,1.002712847,West,CA,"Monterey County, CA",6053
2020/10/7,69.36354776,West,OR,"Multnomah County, OR",41051
2020/10/7,14.8310609,Northeast,NY,"Nassau County, NY",36059
2020/10/7,57.49464878,Northeast,DE,"New Castle County, DE",10003
2020/10/7,170.8953711,West,MT,"Park County, MT",30067
2020/10/7,189.4817719,Midwest,IL,"Peoria County, IL",17143
2020/10/7,35.63089622,West,CA,"Placer County, CA",6061
2020/10/7,37.7149831,West,CA,"Sacramento County, CA",6067
2020/10/7,104.4430767,South,TN,"Shelby County, TN",47157
2020/10/7,84.62557184,South,VA,"Stafford County, VA",51179
2020/10/7,49.73102266,Midwest,IN,"Steuben County, IN",18151
2020/10/7,68.5636337,Northeast,MA,"Suffolk County, MA",25025
2020/10/7,44.99505665,Northeast,MA,"Town and County of Nantucket, MA",25019
2020/10/14,122.3430149,West,CO,"Arapahoe County, CO",8005
2020/10/14,156.0954833,Northeast,PA,"Dauphin County, PA",42043
2020/10/14,110.6360457,West,NV,"Elko County, NV",32007
2020/10/14,77.09716946,Northeast,PA,"Erie County, PA",42049
2020/10/14,55.71208022,Northeast,MA,"Essex County, MA",25009
2020/10/14,58.04504431,Northeast,CT,"Fairfield County, CT",9001
2020/10/14,147.4869042,South,TN,"Hamilton County, TN",47065
2020/10/14,216.3239895,Midwest,MN,"Hennepin County, MN",27053
2020/10/14,199.2360475,Northeast,PA,"Indiana County, PA",42063
2020/10/14,620.5301054,West,OR,"Jackson County, OR",41029
2020/10/14,233.5674558,South,KY,"Jefferson County, KY",21111
2020/10/14,6.102299964,Northeast,ME,"Kennebec County, ME",23011
2020/10/14,276.7729052,Midwest,IN,"Lake County, IN",18089
2020/10/14,69.30454521,South,FL,"Miami-Dade County, FL",12086
2020/10/14,6.865670023,West,CA,"Monterey County, CA",6053
2020/10/14,88.16566299,West,OR,"Multnomah County, OR",41051
2020/10/14,57.00061776,Northeast,DE,"New Castle County, DE",10003
2020/10/14,60.74720486,South,FL,"Palm Beach County, FL",12099
2020/10/14,203.0789204,West,MT,"Park County, MT",30067
2020/10/14,253.5579233,Midwest,IL,"Peoria County, IL",17143
2020/10/14,45.48655586,West,CA,"Placer County, CA",6061
